Gene: group_10061, Count of 1s: 9, Samples with 1s: ['ERR4034211', 'ERR4034218', 'ERR4034964', 'ERR4035377', 'ERR4035765', 'ERR4035970', 'ERR4036038', 'ERR4036930', 'ERR4036936']
Gene: group_11756, Count of 1s: 2, Samples with 1s: ['ERR4036144', 'ERR4037009']
Gene: group_11778, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_11784, Count of 1s: 2, Samples with 1s: ['ERR4034944', 'ERR4035328']
Gene: group_11788, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: group_1179, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4037260']
Gene: group_11798, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036037']
Gene: group_11799, Count of 1s: 2, Samples with 1s: ['ERR4036499', 'ERR4036900']
Gene: group_11800, Count of 1s: 2, Samples with 1s: ['ERR4036199', 'ERR4036413']
Gene: group_11810, Count of 1s: 2, Samples with 1s: ['ERR4034162', 'ERR4034667']
Gene: group_11826, Count of 1s: 2, Samples with 1s: ['ERR4036186', 'ERR4037151']
Gene: group_11836, Count of 1s: 2, Samples with 1s: ['ERR4037406', 'ERR4037435']
Gene: group_11839, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_11842, Count of 1s: 2, Samples with 1s: ['ERR4034659', 'ERR4034854']
Gene: group_11845, Count of 1s: 2, Samples with 1s: ['ERR4034303', 'ERR4036499']
Gene: group_11846, Count of 1s: 2, Samples with 1s: ['ERR4035939', 'ERR4037007']
Gene: group_11854, Count of 1s: 2, Samples with 1s: ['ERR4035955', 'ERR4036423']
Gene: group_11855, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4036163']
Gene: group_11857, Count of 1s: 2, Samples with 1s: ['ERR4034827', 'ERR4035318']
Gene: group_11862, Count of 1s: 2, Samples with 1s: ['ERR4035690', 'ERR4037202']
Gene: group_11863, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_11867, Count of 1s: 2, Samples with 1s: ['ERR4034979', 'ERR4036199']
Gene: group_11869, Count of 1s: 2, Samples with 1s: ['ERR4035377', 'ERR4035939']
Gene: group_11876, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_11882, Count of 1s: 2, Samples with 1s: ['ERR4034870', 'ERR4035135']
Gene: group_11884, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_11890, Count of 1s: 2, Samples with 1s: ['ERR4034955', 'ERR4036045']
Gene: group_11891, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_11896, Count of 1s: 2, Samples with 1s: ['ERR4034211', 'ERR4036811']
Gene: group_11898, Count of 1s: 2, Samples with 1s: ['ERR4034367', 'ERR4037378']
Gene: group_11909, Count of 1s: 2, Samples with 1s: ['ERR4034942', 'ERR4035976']
Gene: hiuH_2, Count of 1s: 2, Samples with 1s: ['ERR4035431', 'ERR4036280']
Gene: group_11919, Count of 1s: 2, Samples with 1s: ['ERR4035808', 'ERR4037150']
Gene: group_11923, Count of 1s: 2, Samples with 1s: ['ERR4035952', 'ERR4036175']
Gene: group_11926, Count of 1s: 2, Samples with 1s: ['ERR4035712', 'ERR4036614']
Gene: group_11928, Count of 1s: 2, Samples with 1s: ['ERR4035683', 'ERR4036245']
Gene: papC_5, Count of 1s: 2, Samples with 1s: ['ERR4037218', 'ERR4037259']
Gene: group_1195, Count of 1s: 2, Samples with 1s: ['ERR4035051', 'ERR4035238']
Gene: group_11954, Count of 1s: 2, Samples with 1s: ['ERR4034955', 'ERR4037450']
Gene: group_11956, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_11958, Count of 1s: 2, Samples with 1s: ['ERR4034955', 'ERR4036921']
Gene: group_1196, Count of 1s: 2, Samples with 1s: ['ERR4034971', 'ERR4035212']
Gene: group_11960, Count of 1s: 2, Samples with 1s: ['ERR4034854', 'ERR4036771']
Gene: group_11964, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: faeE_1, Count of 1s: 2, Samples with 1s: ['ERR4035712', 'ERR4036182']
Gene: group_11967, Count of 1s: 2, Samples with 1s: ['ERR4036383', 'ERR4036501']
Gene: group_11969, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_1197, Count of 1s: 2, Samples with 1s: ['ERR4034467', 'ERR4036535']
Gene: group_11973, Count of 1s: 2, Samples with 1s: ['ERR4034218', 'ERR4036936']
Gene: group_11978, Count of 1s: 2, Samples with 1s: ['ERR4035683', 'ERR4036038']
Gene: group_11982, Count of 1s: 2, Samples with 1s: ['ERR4034793', 'ERR4036794']
Gene: group_11994, Count of 1s: 2, Samples with 1s: ['ERR4037406', 'ERR4037435']
Gene: group_1200, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12000, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12002, Count of 1s: 2, Samples with 1s: ['ERR4034154', 'ERR4037222']
Gene: group_12008, Count of 1s: 2, Samples with 1s: ['ERR4036280', 'ERR4036483']
Gene: group_12009, Count of 1s: 2, Samples with 1s: ['ERR4034827', 'ERR4036280']
Gene: group_12015, Count of 1s: 2, Samples with 1s: ['ERR4034218', 'ERR4036936']
Gene: group_12022, Count of 1s: 2, Samples with 1s: ['ERR4036199', 'ERR4036769']
Gene: group_12026, Count of 1s: 2, Samples with 1s: ['ERR4034376', 'ERR4037007']
Gene: group_12035, Count of 1s: 2, Samples with 1s: ['ERR4037218', 'ERR4037259']
Gene: group_12040, Count of 1s: 2, Samples with 1s: ['ERR4034884', 'ERR4034979']
Gene: group_12041, Count of 1s: 2, Samples with 1s: ['ERR4035683', 'ERR4036245']
Gene: group_12052, Count of 1s: 2, Samples with 1s: ['ERR4035765', 'ERR4036501']
Gene: group_12055, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12059, Count of 1s: 2, Samples with 1s: ['ERR4034814', 'ERR4035274']
Gene: group_12067, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12070, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036171']
Gene: group_12086, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4035208']
Gene: group_12087, Count of 1s: 2, Samples with 1s: ['ERR4036144', 'ERR4036900']
Gene: group_12093, Count of 1s: 2, Samples with 1s: ['ERR4034164', 'ERR4036936']
Gene: group_12096, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12097, Count of 1s: 2, Samples with 1s: ['ERR4034687', 'ERR4036921']
Gene: group_12104, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12105, Count of 1s: 2, Samples with 1s: ['ERR4034793', 'ERR4037107']
Gene: group_12106, Count of 1s: 2, Samples with 1s: ['ERR4035274', 'ERR4036175']
Gene: group_1211, Count of 1s: 2, Samples with 1s: ['ERR4035377', 'ERR4035919']
Gene: group_12110, Count of 1s: 2, Samples with 1s: ['ERR4036811', 'ERR4037423']
Gene: group_12113, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036664']
Gene: group_1212, Count of 1s: 2, Samples with 1s: ['ERR4034971', 'ERR4035283']
Gene: group_12121, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12136, Count of 1s: 2, Samples with 1s: ['ERR4034211', 'ERR4035152']
Gene: group_12139, Count of 1s: 2, Samples with 1s: ['ERR4034659', 'ERR4034827']
Gene: group_1214, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4036769']
Gene: group_12144, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12157, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036171']
Gene: group_1216, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12173, Count of 1s: 2, Samples with 1s: ['ERR4034598', 'ERR4036144']
Gene: group_12178, Count of 1s: 2, Samples with 1s: ['ERR4034942', 'ERR4036769']
Gene: group_1219, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4035320']
Gene: group_12201, Count of 1s: 2, Samples with 1s: ['ERR4036499', 'ERR4036771']
Gene: group_12203, Count of 1s: 2, Samples with 1s: ['ERR4036163', 'ERR4036501']
Gene: group_12213, Count of 1s: 2, Samples with 1s: ['ERR4034659', 'ERR4034827']
Gene: group_12214, Count of 1s: 2, Samples with 1s: ['ERR4035939', 'ERR4036771']
Gene: group_12216, Count of 1s: 2, Samples with 1s: ['ERR4034691', 'ERR4035520']
Gene: group_12218, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12221, Count of 1s: 2, Samples with 1s: ['ERR4034699', 'ERR4036107']
Gene: group_12225, Count of 1s: 2, Samples with 1s: ['ERR4034137', 'ERR4035520']
Gene: group_12228, Count of 1s: 2, Samples with 1s: ['ERR4035135', 'ERR4036769']
Gene: group_12232, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12236, Count of 1s: 2, Samples with 1s: ['ERR4034234', 'ERR4036955']
Gene: group_12237, Count of 1s: 2, Samples with 1s: ['ERR4035712', 'ERR4036777']
Gene: group_12243, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036894']
Gene: group_12248, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4036199']
Gene: group_12250, Count of 1s: 2, Samples with 1s: ['ERR4035152', 'ERR4036930']
Gene: traN_1, Count of 1s: 2, Samples with 1s: ['ERR4034475', 'ERR4035318']
Gene: group_12254, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12257, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4035208']
Gene: group_12258, Count of 1s: 2, Samples with 1s: ['ERR4034234', 'ERR4035454']
Gene: group_1226, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_12261, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036397']
Gene: group_12267, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: group_12270, Count of 1s: 2, Samples with 1s: ['ERR4034394', 'ERR4037482']
Gene: group_12280, Count of 1s: 2, Samples with 1s: ['ERR4035135', 'ERR4036745']
Gene: group_12281, Count of 1s: 2, Samples with 1s: ['ERR4034218', 'ERR4035152']
Gene: group_12289, Count of 1s: 2, Samples with 1s: ['ERR4034659', 'ERR4034827']
Gene: group_12290, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12291, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12293, Count of 1s: 2, Samples with 1s: ['ERR4034137', 'ERR4035520']
Gene: group_12295, Count of 1s: 2, Samples with 1s: ['ERR4035939', 'ERR4036045']
Gene: group_12297, Count of 1s: 2, Samples with 1s: ['ERR4035328', 'ERR4036380']
Gene: group_12299, Count of 1s: 2, Samples with 1s: ['ERR4035406', 'ERR4036745']
Gene: group_1230, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: group_12301, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_12310, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4036664']
Gene: group_12311, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12319, Count of 1s: 2, Samples with 1s: ['ERR4034313', 'ERR4036397']
Gene: sfmD_2, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4035431']
Gene: group_12327, Count of 1s: 2, Samples with 1s: ['ERR4034864', 'ERR4035328']
Gene: group_12329, Count of 1s: 2, Samples with 1s: ['ERR4034218', 'ERR4036936']
Gene: pdeR_2, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12335, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12338, Count of 1s: 2, Samples with 1s: ['ERR4035765', 'ERR4036501']
Gene: group_12340, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12342, Count of 1s: 2, Samples with 1s: ['ERR4034667', 'ERR4035268']
Gene: group_12351, Count of 1s: 2, Samples with 1s: ['ERR4034659', 'ERR4034827']
Gene: group_12352, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: group_12354, Count of 1s: 2, Samples with 1s: ['ERR4034870', 'ERR4034979']
Gene: ydjG_2, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12359, Count of 1s: 2, Samples with 1s: ['ERR4034825', 'ERR4036777']
Gene: group_1236, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4036777']
Gene: group_12365, Count of 1s: 2, Samples with 1s: ['ERR4034825', 'ERR4035421']
Gene: group_12369, Count of 1s: 2, Samples with 1s: ['ERR4034091', 'ERR4037146']
Gene: group_1237, Count of 1s: 2, Samples with 1s: ['ERR4035027', 'ERR4037482']
Gene: papB_3, Count of 1s: 2, Samples with 1s: ['ERR4035408', 'ERR4037442']
Gene: group_12383, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12388, Count of 1s: 2, Samples with 1s: ['ERR4034884', 'ERR4034979']
Gene: group_12413, Count of 1s: 2, Samples with 1s: ['ERR4035690', 'ERR4037202']
Gene: group_12419, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4035765']
Gene: group_12425, Count of 1s: 2, Samples with 1s: ['ERR4034659', 'ERR4034827']
Gene: gtfA, Count of 1s: 2, Samples with 1s: ['ERR4034699', 'ERR4037222']
Gene: group_12433, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034870']
Gene: group_12438, Count of 1s: 2, Samples with 1s: ['ERR4034530', 'ERR4036424']
Gene: group_12440, Count of 1s: 2, Samples with 1s: ['ERR4034303', 'ERR4036483']
Gene: group_12441, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: hutU, Count of 1s: 2, Samples with 1s: ['ERR4035765', 'ERR4036501']
Gene: group_12450, Count of 1s: 2, Samples with 1s: ['ERR4037406', 'ERR4037423']
Gene: group_12452, Count of 1s: 2, Samples with 1s: ['ERR4034475', 'ERR4037448']
Gene: ulaE_3, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036171']
Gene: group_1246, Count of 1s: 2, Samples with 1s: ['ERR4037406', 'ERR4037435']
Gene: group_12468, Count of 1s: 2, Samples with 1s: ['ERR4034234', 'ERR4036811']
Gene: group_12481, Count of 1s: 2, Samples with 1s: ['ERR4035406', 'ERR4036745']
Gene: group_12484, Count of 1s: 2, Samples with 1s: ['ERR4036794', 'ERR4037099']
Gene: group_12486, Count of 1s: 2, Samples with 1s: ['ERR4036038', 'ERR4036397']
Gene: group_12493, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_12494, Count of 1s: 2, Samples with 1s: ['ERR4036413', 'ERR4036956']
Gene: group_12495, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036245']
Gene: group_12496, Count of 1s: 2, Samples with 1s: ['ERR4035808', 'ERR4036664']
Gene: group_12497, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12500, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4036380']
Gene: group_12504, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4035520']
Gene: group_12506, Count of 1s: 2, Samples with 1s: ['ERR4035765', 'ERR4036501']
Gene: group_12510, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12519, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12521, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_12527, Count of 1s: 2, Samples with 1s: ['ERR4034218', 'ERR4036936']
Gene: group_1253, Count of 1s: 2, Samples with 1s: ['ERR4034672', 'ERR4035969']
Gene: group_12536, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4035692']
Gene: yqcE_1, Count of 1s: 2, Samples with 1s: ['ERR4034714', 'ERR4035564']
Gene: group_12543, Count of 1s: 2, Samples with 1s: ['ERR4034313', 'ERR4036894']
Gene: group_12547, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12551, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: sfmC_2, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4034672']
Gene: group_12553, Count of 1s: 2, Samples with 1s: ['ERR4034672', 'ERR4036182']
Gene: group_12557, Count of 1s: 2, Samples with 1s: ['ERR4034234', 'ERR4036424']
Gene: fepG_2, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036745']
Gene: group_12560, Count of 1s: 2, Samples with 1s: ['ERR4036131', 'ERR4037393']
Gene: group_12565, Count of 1s: 2, Samples with 1s: ['ERR4034793', 'ERR4035135']
Gene: group_12568, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12577, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036171']
Gene: group_12578, Count of 1s: 2, Samples with 1s: ['ERR4034303', 'ERR4035268']
Gene: group_1258, Count of 1s: 2, Samples with 1s: ['ERR4036483', 'ERR4036499']
Gene: group_12580, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_12583, Count of 1s: 2, Samples with 1s: ['ERR4034793', 'ERR4037107']
Gene: group_12585, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: group_12586, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12587, Count of 1s: 2, Samples with 1s: ['ERR4035919', 'ERR4037099']
Gene: group_12596, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12598, Count of 1s: 2, Samples with 1s: ['ERR4035027', 'ERR4037482']
Gene: group_12599, Count of 1s: 2, Samples with 1s: ['ERR4035540', 'ERR4035969']
Gene: group_1260, Count of 1s: 2, Samples with 1s: ['ERR4036182', 'ERR4037406']
Gene: ykgM_2, Count of 1s: 2, Samples with 1s: ['ERR4035238', 'ERR4036178']
Gene: group_12613, Count of 1s: 2, Samples with 1s: ['ERR4035152', 'ERR4035919']
Gene: group_12614, Count of 1s: 2, Samples with 1s: ['ERR4035692', 'ERR4036876']
Gene: group_12620, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036182']
Gene: group_12622, Count of 1s: 2, Samples with 1s: ['ERR4035765', 'ERR4036501']
Gene: group_12624, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_1263, Count of 1s: 2, Samples with 1s: ['ERR4037406', 'ERR4037423']
Gene: group_12634, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037260']
Gene: group_1264, Count of 1s: 2, Samples with 1s: ['ERR4034231', 'ERR4036423']
Gene: group_12645, Count of 1s: 2, Samples with 1s: ['ERR4034313', 'ERR4036397']
Gene: group_12652, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4035520']
Gene: group_12658, Count of 1s: 2, Samples with 1s: ['ERR4034137', 'ERR4034971']
Gene: group_12659, Count of 1s: 2, Samples with 1s: ['ERR4035135', 'ERR4036199']
Gene: group_12662, Count of 1s: 2, Samples with 1s: ['ERR4036045', 'ERR4037450']
Gene: group_12663, Count of 1s: 2, Samples with 1s: ['ERR4034667', 'ERR4035540']
Gene: group_12672, Count of 1s: 2, Samples with 1s: ['ERR4035765', 'ERR4036199']
Gene: group_12673, Count of 1s: 2, Samples with 1s: ['ERR4035152', 'ERR4036245']
Gene: group_12680, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036199']
Gene: group_12687, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4037362']
Gene: group_12691, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036171']
Gene: group_12692, Count of 1s: 2, Samples with 1s: ['ERR4037218', 'ERR4037259']
Gene: group_12695, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4036777']
Gene: group_12697, Count of 1s: 2, Samples with 1s: ['ERR4035970', 'ERR4036930']
Gene: group_12700, Count of 1s: 2, Samples with 1s: ['ERR4034467', 'ERR4036535']
Gene: group_12701, Count of 1s: 2, Samples with 1s: ['ERR4034691', 'ERR4036777']
Gene: group_12703, Count of 1s: 2, Samples with 1s: ['ERR4035236', 'ERR4037202']
Gene: group_12712, Count of 1s: 2, Samples with 1s: ['ERR4036131', 'ERR4037393']
Gene: group_12715, Count of 1s: 2, Samples with 1s: ['ERR4035690', 'ERR4037202']
Gene: group_12723, Count of 1s: 2, Samples with 1s: ['ERR4036930', 'ERR4037116']
Gene: group_12730, Count of 1s: 2, Samples with 1s: ['ERR4034218', 'ERR4036038']
Gene: group_12731, Count of 1s: 2, Samples with 1s: ['ERR4034687', 'ERR4036921']
Gene: group_12746, Count of 1s: 2, Samples with 1s: ['ERR4034971', 'ERR4037329']
Gene: group_12747, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: phoE_2, Count of 1s: 2, Samples with 1s: ['ERR4036348', 'ERR4036413']
Gene: group_12751, Count of 1s: 2, Samples with 1s: ['ERR4034714', 'ERR4036771']
Gene: group_12756, Count of 1s: 2, Samples with 1s: ['ERR4034631', 'ERR4034955']
Gene: group_1276, Count of 1s: 2, Samples with 1s: ['ERR4035268', 'ERR4036171']
Gene: group_12760, Count of 1s: 2, Samples with 1s: ['ERR4034815', 'ERR4036745']
Gene: group_12774, Count of 1s: 2, Samples with 1s: ['ERR4034825', 'ERR4036171']
Gene: group_12777, Count of 1s: 2, Samples with 1s: ['ERR4034884', 'ERR4036199']
Gene: group_12779, Count of 1s: 2, Samples with 1s: ['ERR4034884', 'ERR4034979']
Gene: group_12782, Count of 1s: 2, Samples with 1s: ['ERR4036131', 'ERR4037393']
Gene: group_12787, Count of 1s: 2, Samples with 1s: ['ERR4034231', 'ERR4036423']
Gene: group_1279, Count of 1s: 2, Samples with 1s: ['ERR4035712', 'ERR4036777']
Gene: group_12794, Count of 1s: 2, Samples with 1s: ['ERR4034629', 'ERR4034915']
Gene: group_12796, Count of 1s: 2, Samples with 1s: ['ERR4035568', 'ERR4036614']
Gene: group_12812, Count of 1s: 2, Samples with 1s: ['ERR4035320', 'ERR4035692']
Gene: pgaA_2, Count of 1s: 2, Samples with 1s: ['ERR4034964', 'ERR4035377']
Gene: group_12826, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4035152']
Gene: group_12832, Count of 1s: 2, Samples with 1s: ['ERR4034815', 'ERR4035540']
Gene: xapB_2, Count of 1s: 2, Samples with 1s: ['ERR4035152', 'ERR4035568']
Gene: group_1284, Count of 1s: 2, Samples with 1s: ['ERR4035318', 'ERR4036745']
Gene: kbaY_4, Count of 1s: 2, Samples with 1s: ['ERR4036175', 'ERR4036245']
Gene: group_12842, Count of 1s: 2, Samples with 1s: ['ERR4034313', 'ERR4036397']
Gene: group_12853, Count of 1s: 2, Samples with 1s: ['ERR4035976', 'ERR4036383']
Gene: group_12855, Count of 1s: 2, Samples with 1s: ['ERR4034538', 'ERR4036769']
Gene: group_12856, Count of 1s: 2, Samples with 1s: ['ERR4034254', 'ERR4035320']
Gene: group_12857, Count of 1s: 2, Samples with 1s: ['ERR4035540', 'ERR4037150']
